palavra,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
precintando-o,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
destaque,0,0,0,0,0,0,0,0
saliente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sobre,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
projetante,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
praias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
depois,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
segmento,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
orla,0,0,0,0,0,0,0,0
marítima,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
o,0,0,0,0,0,0,0,0
Rio,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Janeiro,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
Espírito,0,0,0,0,0,0,0,0
Santo,0,1,0,0,1,0,1,1
",",0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
aparelho,0,0,0,0,0,0,0,0
litoral,0,0,0,0,0,0,0,0
revolto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
feito,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
envergadura,0,0,0,0,0,0,0,0
desarticulada,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
serras,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
riçado,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
cumeadas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
corroído,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
angras,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
escancelando-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
baias,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
repartindo-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
ilhas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
desagregando-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
recifes,0,0,0,0,0,0,0,0
desnudos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
maneira,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
escombros,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
conflito,1,0,0,1,0,1,0,0
secular,0,1,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
ali,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
trava,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
mares,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
seguida,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
transposto,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
15°,0,0,0,0,0,0,0,0
paralelo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
atenuação,0,0,0,0,0,1,0,0
de,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
acidentes,0,0,1,1,0,1,1,0
-,0,0,0,0,0,0,0,0
serranias,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
arredondam,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
suavizam,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
linhas,0,0,0,1,0,0,0,0
dos,0,0,0,0,0,0,0,0
taludes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
fracionadas,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
morros,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
encostas,0,0,0,0,0,0,0,0
indistintas,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
horizonte,0,1,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
amplia,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
plena,0,0,0,0,0,0,0,0
faixa,0,0,0,0,0,1,0,0
costeira,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
Bahia,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
olhar,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
livre,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
anteparos,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
serras,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
lá,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
repulsam,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
abreviam,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
dilata,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
cheio,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
ocidente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
mergulhando,0,0,0,0,0,0,0,0
no,0,0,0,0,0,0,0,0
âmago,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
amplíssima,0,0,0,0,0,0,0,0
lentamente,0,0,0,0,0,0,0,0
emergindo,0,0,0,0,0,0,0,0
num,0,0,0,0,0,0,0,0
ondear,0,0,0,0,0,0,0,0
longínquo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
chapadas,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
Este,0,0,0,0,0,0,0,0
facies,0,0,0,0,0,0,0,0
geográfico,0,0,0,0,0,0,0,0
resume,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
morfogenia,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
grande,0,0,0,0,0,0,0,0
maciço,0,0,0,0,0,0,0,0
continental,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Demonstra-o,0,0,0,0,0,0,0,0
análise,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
íntima,0,1,0,0,1,0,0,1
feita,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
corte,0,0,0,1,0,0,0,0
meridiano,0,0,0,0,0,0,0,0
qualquer,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
acompanhando,0,1,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
bacia,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
S.,0,0,0,0,0,0,0,0
Francisco,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Vê-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
fato,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
três,0,0,0,0,0,0,0,0
formações,0,0,0,0,0,0,0,0
geognósticas,0,0,0,0,0,0,0,0
díspares,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
idades,0,0,0,0,0,0,0,0
mal,0,0,0,0,0,0,0,0
determinadas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
aí,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
substituem,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
entrelaçam,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
estratificações,0,0,0,0,0,0,0,0
discordantes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
formando,0,1,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
predomínio,0,0,0,0,0,0,0,0
exclusivo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
umas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
combinação,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
todas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
traços,0,0,0,0,0,0,0,0
variáveis,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
fisionomia,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Surgem,0,0,0,0,0,0,0,0
primeiro,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
possantes,0,0,0,0,0,0,0,0
massas,0,0,0,0,0,0,0,0
gnaissegraníticas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
partir,0,1,0,0,0,1,0,0
do,0,0,0,0,0,0,0,0
extremo,0,0,0,0,0,0,0,0
sul,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
encurvam,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
desmedido,0,0,0,0,0,0,0,0
anfiteatro,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
alteando,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
paisagens,0,0,0,0,0,0,0,0
admiráveis,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
tanto,0,0,0,0,0,0,0,0
encantam,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
iludem,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
vistas,0,0,0,0,0,0,0,0
inexpertas,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
forasteiros,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
princípio,0,0,0,0,0,0,0,0
abeiradas,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
mar,0,0,0,0,0,0,0,0
progridem,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
sucessivas,0,0,0,0,0,0,0,0
cadeias,0,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
rebentos,0,0,0,0,0,0,0,0
laterais,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
raias,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
litoral,0,0,0,0,0,0,0,0
paulista,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
feito,0,0,0,0,0,0,0,0
dilatado,0,0,0,0,0,0,0,0
muro,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
arrimo,0,0,0,0,0,0,0,0
sustentando,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
formações,0,0,0,0,0,0,0,0
sedimentárias,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
interior,0,0,1,0,0,0,0,1
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
sobranceia,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
oceano,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dominante,0,0,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
fastígio,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
escarpas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
quem,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
alcança,0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
quem,0,0,0,0,0,0,0,0
vinga,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
rampa,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
majestoso,0,1,0,0,1,0,1,1
palco,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
justifica,1,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
exageros,0,0,0,0,0,0,0,0
descritivos,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
gongorismo,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Rocha,0,0,0,0,0,0,0,0
Pita,0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
extravagâncias,0,0,0,0,0,0,0,0
geniais,0,0,0,0,1,0,0,0
de,0,0,0,0,0,0,0,0
Buckle,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
fazem,0,0,0,0,0,0,0,0
deste,0,0,0,0,0,0,0,0
país,0,0,0,0,0,0,0,0
região,0,0,0,0,0,0,0,0
privilegiada,0,0,0,0,1,0,0,1
",",0,0,0,0,0,0,0,0
onde,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
natureza,0,0,0,0,0,0,0,0
armou,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
sua,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
portentosa,0,0,0,0,0,0,0,0
oficina,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
É,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
feito,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
tríplice,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0
astronômico,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
topográfico,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
geológico,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
nenhuma,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
afigura,0,0,0,0,0,0,0,0
tão,0,0,0,0,0,0,0,0
afeiçoada,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
Vida,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Transmontadas,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
serras,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
fulgurante,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
trópico,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
vêem-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
estirados,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
ocidente,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
norte,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
extensos,0,0,0,0,0,0,0,0
chapadões,0,0,0,0,0,0,0,0
cuja,0,0,0,0,0,0,0,0
urdidura,1,0,0,0,0,1,0,0
de,0,0,0,0,0,0,0,0
camadas,0,0,0,0,0,0,0,0
horizontais,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
grés,0,0,0,0,0,0,0,0
argiloso,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
intercaladas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
emersões,0,0,0,0,0,0,0,0
calcárias,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
diques,0,0,0,0,0,0,0,1
de,0,0,0,0,0,0,0,0
rochas,0,0,0,0,0,0,0,0
eruptivas,0,0,0,0,0,0,0,0
básicas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
mesmo,0,0,0,0,0,0,0,0
passo,0,0,0,0,0,0,0,0
lhes,0,0,0,0,0,0,0,0
explica,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
exuberância,0,0,0,0,1,0,0,0
sem,0,0,0,0,0,0,0,0
par,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
áreas,0,0,0,0,0,0,0,0
complanadas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
vastas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
terra,0,0,0,0,0,0,0,0
atrai,0,0,0,0,0,0,0,0
irresistivelmente,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
homem,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
arrebatando-o,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
própria,0,0,0,0,0,0,0,0
correnteza,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
rios,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Iguaçu,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0
Tietê,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
traçando,0,0,0,0,0,0,0,0
originalíssima,0,0,0,0,0,0,0,0
rede,0,0,0,0,0,0,0,0
hidrográfica,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
correm,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
costa,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
sertões,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
nascessem,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
mares,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
canalizassem,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
suas,0,0,0,0,0,0,0,0
energias,0,0,0,0,0,0,0,1
eternas,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
recessos,0,0,0,1,0,0,0,0
das,0,0,0,0,0,0,0,0
matas,0,0,0,0,0,0,0,0
opulentas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Rasgam,0,0,0,0,0,0,0,0
facilmente,0,0,0,0,0,0,0,0
aqueles,0,0,0,0,0,0,0,0
estratos,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
traçados,0,0,0,0,0,0,0,0
uniformes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
talvegues,0,0,0,0,0,0,0,0
deprimidos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
dão,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
conjunto,0,0,0,0,0,0,0,1
dos,0,0,0,0,0,0,0,0
terrenos,0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
além,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Paraná,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
feição,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
largos,0,0,0,0,0,0,0,0
plainos,0,0,0,0,0,0,0,0
ondulados,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
desmedidos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Entretanto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
leste,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
natureza,0,0,0,0,0,0,0,0
é,0,0,0,0,0,0,0,0
diversa,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Estereografa-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
duramente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
placas,0,0,0,0,0,0,0,0
rígidas,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
afloramentos,0,0,0,0,0,0,0,0
gnáissicos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
talude,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
planaltos,0,0,0,0,0,0,0,0
dobra-se,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
socalco,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
Mantiqueira,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
onde,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
encaixa,1,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
Paraíba,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
desfaz-se,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
rebentos,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
após,0,0,0,0,0,0,0,0
apontarem,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
alturas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
píncaros,0,0,0,0,0,0,0,0
centralizados,0,0,0,0,0,0,0,0
pelo,0,0,0,0,0,0,0,0
Itatiaia,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
levam,0,0,0,0,0,0,0,0
até,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
âmago,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Minas,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
paisagens,0,0,0,0,0,0,0,0
alpestres,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
litoral,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Mas,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
penetrar-se,0,0,0,0,0,0,0,0
este,0,0,0,0,0,0,0,0
Estado,0,0,0,0,0,0,0,0
nota-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
malgrado,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
tumultuar,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
serranias,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
lenta,0,0,0,0,0,0,0,0
descensão,0,0,0,0,0,0,0,0
geral,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
norte,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Como,0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
altos,0,0,0,0,0,0,0,0
chapadões,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
São,0,0,0,0,0,0,0,0
Paulo,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Paraná,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
todas,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
caudais,0,0,0,0,0,0,0,0
revelam,0,0,0,0,0,0,0,0
este,0,0,0,0,0,0,0,0
pendor,0,0,0,0,0,0,0,0
insensível,1,0,1,0,0,0,0,0
com,0,0,0,0,0,0,0,0
derivarem,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
leitos,0,0,0,0,0,0,0,0
contorcidos,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
vencendo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
contrafeitas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
antagonismo,1,0,0,0,0,0,0,0
permanente,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
montanhas,0,1,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
rio,0,0,0,0,0,0,0,0
Grande,0,0,0,0,0,0,0,0
rompe,0,0,0,0,0,1,0,0
",",0,0,0,0,0,0,0,0
rasgando-a,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
força,0,0,0,0,0,0,0,1
viva,0,0,0,0,1,0,0,0
da,0,0,0,0,0,0,0,0
corrente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
serra,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
Canastra,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
norteados,0,0,0,0,0,0,0,0
pela,0,0,0,0,0,0,0,0
meridiana,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
abrem-se,0,0,0,0,0,0,0,0
adiante,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
fundos,0,0,0,0,0,0,0,0
vales,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
erosão,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
rio,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
Velhas,0,0,0,0,0,1,0,0
e,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
S.,0,0,0,0,0,0,0,0
Francisco,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Ao,0,0,0,0,0,0,0,0
mesmo,0,0,0,0,0,0,0,0
tempo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
transpostas,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
sublevações,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
vão,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Barbacena,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
Ouro,0,0,0,0,0,0,0,0
Preto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
formações,0,0,0,0,0,0,0,0
primitivas,0,0,0,0,0,0,0,0
desaparecem,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
mesmo,0,0,0,0,0,0,0,0
nas,0,0,0,0,0,0,0,0
maiores,0,0,0,0,0,0,0,0
eminências,0,0,0,0,0,0,0,1
",",0,0,0,0,0,0,0,0
